sampleOverall,sampleIndiv,GC,normcov
HiSeq2500_LAB03_Son_REP03,HiSeq2500_LAB03_Son_REP03,88,38290
HiSeq2500_LAB03_Son_REP03,HiSeq2500_LAB03_Son_REP03,89,27181
HiSeq2500_LAB03_Son_REP03,HiSeq2500_LAB03_Son_REP03,90,17504
HiSeq2500_LAB03_Son_REP03,HiSeq2500_LAB03_Son_REP03,91,14930
HiSeq2500_LAB03_Son_REP03,HiSeq2500_LAB03_Son_REP03,92,8598
HiSeq2500_LAB03_Son_REP03,HiSeq2500_LAB03_Son_REP03,93,6104
HiSeq2500_LAB03_Son_REP03,HiSeq2500_LAB03_Son_REP03,94,9088
HiSeq2500_LAB03_Son_REP03,HiSeq2500_LAB03_Son_REP03,95,8647
HiSeq2500_LAB03_Son_REP03,HiSeq2500_LAB03_Son_REP03,96,4278
HiSeq2500_LAB03_Son_REP03,HiSeq2500_LAB03_Son_REP03,97,16691
HiSeq2500_LAB03_Son_REP03,HiSeq2500_LAB03_Son_REP03,98,13505
HiSeq2500_LAB03_Son_REP03,HiSeq2500_LAB03_Son_REP03,99,1247
HiSeq2500_LAB03_Son_REP03,HiSeq2500_LAB03_Son_REP03,100,5
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,0,98062
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,1,11313
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,2,14680
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,3,24161
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,4,28240
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,5,45959
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,6,93963
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,7,131295
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,8,105902
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,9,140614
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,10,168490
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,11,177193
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,12,217654
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,13,248912
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,14,322864
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,15,413678
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,16,545216
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,17,775976
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,18,1123525
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,19,1655982
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,20,2335702
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,21,3284379
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,22,4329195
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,23,5624257
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,24,7151200
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,25,8731371
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,26,10507390
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,27,12320411
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,28,14184822
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,29,16038341
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,30,17798654
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,31,19480428
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,32,21176382
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,33,22784605
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,34,24204088
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,35,25553261
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,36,26692306
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,37,27329260
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,38,27529188
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,39,27190575
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,40,26289801
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,41,24826714
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,42,23226629
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,43,21383798
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,44,19685891
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,45,18434058
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,46,17401469
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,47,16624271
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,48,15931535
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,49,15149439
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,50,14207411
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,51,13134124
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,52,12070830
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,53,11079327
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,54,10241430
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,55,9488859
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,56,8760843
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,57,7972702
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,58,7105824
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,59,6174832
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,60,5240489
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,61,4383013
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,62,3640420
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,63,3035456
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,64,2530267
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,65,2108337
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,66,1746797
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,67,1434233
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,68,1168515
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,69,947792
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,70,773740
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,71,626063
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,72,512721
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,73,425309
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,74,358132
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,75,311986
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,76,263853
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,77,238524
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,78,212890
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,79,184534
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,80,158205
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,81,134781
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,82,115724
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,83,97735
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,84,86367
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,85,69109
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,86,50696
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,87,38722
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,88,24374
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,89,18491
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,90,11165
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,91,20187
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,92,5616
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,93,5322
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,94,31250
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,95,49584
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,96,35476
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,97,140993
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,98,143664
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,99,28536
HiSeq4000_LAB01_Father_REP01,HiSeq4000_LAB01_Father_REP01,100,40
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,0,70625
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,1,11273
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,2,14717
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,3,22920
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,4,23766
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,5,32994
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,6,58401
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,7,62794
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,8,52104
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,9,65102
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,10,75471
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,11,89669
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,12,120916
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,13,172480
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,14,226811
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,15,345412
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,16,513817
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,17,785938
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,18,1188769
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,19,1777002
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,20,2505918
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,21,3518232
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,22,4591644
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,23,5960669
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,24,7544446
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,25,9197796
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,26,11085496
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,27,12981025
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,28,14945976
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,29,16888307
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,30,18709748
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,31,20440345
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,32,22112252
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,33,23643991
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,34,25038453
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,35,26376579
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,36,27420088
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,37,27937735
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,38,28054701
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,39,27725184
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,40,26821056
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,41,25232807
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,42,23618658
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,43,21822846
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,44,20088942
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,45,18698888
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,46,17596708
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,47,16753663
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,48,16003983
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,49,15227576
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,50,14273607
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,51,13212865
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,52,12146635
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,53,11166136
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,54,10319229
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,55,9585160
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,56,8859346
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,57,8074307
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,58,7211373
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,59,6257679
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,60,5313934
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,61,4444949
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,62,3703747
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,63,3095693
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,64,2587736
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,65,2164055
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,66,1796517
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,67,1483655
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,68,1219288
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,69,998313
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,70,826138
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,71,675176
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,72,565587
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,73,478447
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,74,408491
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,75,360225
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,76,306530
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,77,279519
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,78,248848
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,79,216861
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,80,182804
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,81,156244
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,82,133549
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,83,111682
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,84,101014
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,85,82754
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,86,61645
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,87,47448
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,88,29702
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,89,22483
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,90,14003
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,91,23653
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,92,6974
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,93,6566
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,94,34731
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,95,55482
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,96,38810
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,97,151408
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,98,152269
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,99,31541
HiSeq4000_LAB01_Mother_REP01,HiSeq4000_LAB01_Mother_REP01,100,38
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,0,87908
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,1,10026
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,2,11332
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,3,18080
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,4,17663
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,5,24353
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,6,48934
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,7,58989
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,8,44609
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,9,54151
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,10,62536
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,11,84061
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,12,108318
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,13,137993
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,14,186150
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,15,265200
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,16,387460
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,17,573263
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,18,854727
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,19,1282320
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,20,1823408
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,21,2579940
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,22,3396287
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,23,4459456
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,24,5696926
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,25,7001355
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,26,8479907
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,27,10009913
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,28,11612378
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,29,13232745
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,30,14809362
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,31,16363208
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,32,17922454
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,33,19422767
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,34,20815039
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,35,22187321
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,36,23402602
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,37,24220447
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,38,24653442
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,39,24609638
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,40,24036551
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,41,22990690
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,42,21728503
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,43,20246412
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,44,18815925
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,45,17811302
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,46,16957958
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,47,16340482
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,48,15801316
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,49,15153099
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,50,14316885
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,51,13352089
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,52,12337154
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,53,11396161
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,54,10588286
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,55,9867336
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,56,9144283
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,57,8383331
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,58,7523897
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,59,6601746
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,60,5669571
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,61,4790511
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,62,4033678
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,63,3393240
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,64,2863253
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,65,2415301
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,66,2025057
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,67,1680658
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,68,1388037
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,69,1136725
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,70,931821
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,71,755615
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,72,623090
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,73,525731
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,74,450864
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,75,399806
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,76,351049
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,77,321714
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,78,292337
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,79,255805
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,80,223206
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,81,194960
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,82,173291
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,83,147658
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,84,128711
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,85,101494
HiSeq4000_LAB01_Son_REP01,HiSeq4000_LAB01_Son_REP01,86,80847
