length,delete,insert,indel,platform
13,860,726,0,PacBio
14,1468,1108,0,PacBio
15,955,787,0,PacBio
16,1304,1180,0,PacBio
17,430,453,0,PacBio
18,737,556,0,PacBio
19,357,357,0,PacBio
20,771,520,0,PacBio
21,276,304,0,PacBio
22,388,239,0,PacBio
23,233,181,0,PacBio
24,436,352,0,PacBio
25,206,163,0,PacBio
26,220,164,0,PacBio
27,158,130,0,PacBio
28,227,132,0,PacBio
29,116,77,0,PacBio
30,182,91,0,PacBio
31,88,75,0,PacBio
32,122,82,0,PacBio
33,58,51,0,PacBio
34,97,41,0,PacBio
35,61,42,0,PacBio
36,90,53,0,PacBio
37,52,48,0,PacBio
38,56,33,0,PacBio
39,54,34,0,PacBio
40,55,27,0,PacBio
41,44,40,0,PacBio
42,45,38,0,PacBio
43,23,16,0,PacBio
44,46,21,0,PacBio
45,27,16,0,PacBio
46,34,10,0,PacBio
47,13,18,0,PacBio
48,26,10,0,PacBio
49,25,12,0,PacBio
1,162882,168855,0,PacBio
2,58008,55288,0,PacBio
3,21657,20698,0,PacBio
4,38155,36333,0,PacBio
5,9299,8404,0,PacBio
6,10200,8722,0,PacBio
7,2497,1928,0,PacBio
8,7981,7099,0,PacBio
9,2049,1885,0,PacBio
10,3118,2892,0,PacBio
11,1100,926,0,PacBio
12,3444,3107,0,PacBio
13,861,736,0,PacBio
14,1470,1100,0,PacBio
15,953,798,0,PacBio
16,1336,1171,0,PacBio
17,446,451,0,PacBio
18,765,550,0,PacBio
19,341,364,0,PacBio
20,771,537,0,PacBio
21,291,310,0,PacBio
22,402,250,0,PacBio
23,227,189,0,PacBio
24,438,364,0,PacBio
25,194,166,0,PacBio
26,227,156,0,PacBio
27,159,128,0,PacBio
28,226,148,0,PacBio
29,118,84,0,PacBio
30,174,88,0,PacBio
31,93,78,0,PacBio
32,126,80,0,PacBio
33,63,53,0,PacBio
34,105,45,0,PacBio
35,61,45,0,PacBio
36,97,55,0,PacBio
37,49,51,0,PacBio
38,60,40,0,PacBio
39,44,31,0,PacBio
40,57,28,0,PacBio
41,45,43,0,PacBio
42,41,36,0,PacBio
43,28,15,0,PacBio
44,49,23,0,PacBio
45,29,12,0,PacBio
46,39,13,0,PacBio
47,16,19,0,PacBio
48,26,16,0,PacBio
49,25,11,0,PacBio
1,43051,44153,0,PromethION
2,19005,16378,0,PromethION
3,12568,10791,0,PromethION
4,17623,13744,0,PromethION
5,5739,4244,0,PromethION
6,2636,1775,0,PromethION
7,1413,874,0,PromethION
8,1743,1035,0,PromethION
9,965,628,0,PromethION
10,817,421,0,PromethION
11,626,388,0,PromethION
12,923,427,0,PromethION
13,492,251,0,PromethION
14,457,178,0,PromethION
15,288,113,0,PromethION
16,159,121,0,PromethION
17,87,78,0,PromethION
18,87,70,0,PromethION
19,92,81,0,PromethION
20,86,79,0,PromethION
21,66,48,0,PromethION
22,54,40,0,PromethION
23,52,37,0,PromethION
24,48,39,0,PromethION
25,54,25,0,PromethION
26,41,23,0,PromethION
27,32,20,0,PromethION
28,55,20,0,PromethION
29,21,7,0,PromethION
30,20,8,0,PromethION
31,18,18,0,PromethION
32,16,11,0,PromethION
33,10,4,0,PromethION
34,15,1,0,PromethION
35,9,7,0,PromethION
36,15,6,0,PromethION
37,11,1,0,PromethION
38,6,0,0,PromethION
39,11,1,0,PromethION
40,12,4,0,PromethION
41,6,5,0,PromethION
42,8,1,0,PromethION
43,5,2,0,PromethION
44,10,3,0,PromethION
45,6,1,0,PromethION
46,5,2,0,PromethION
47,2,0,0,PromethION
48,4,0,0,PromethION
49,4,0,0,PromethION
1,43145,44174,0,PromethION
2,19031,16445,0,PromethION
3,12591,10815,0,PromethION
4,17630,13793,0,PromethION
5,5726,4260,0,PromethION
6,2628,1793,0,PromethION
7,1397,881,0,PromethION
8,1749,1038,0,PromethION
9,970,634,0,PromethION
10,814,416,0,PromethION
11,619,388,0,PromethION
12,924,423,0,PromethION
13,487,254,0,PromethION
14,457,172,0,PromethION
15,298,112,0,PromethION
16,165,111,0,PromethION
17,80,72,0,PromethION
18,73,73,0,PromethION
19,82,86,0,PromethION
20,91,76,0,PromethION
21,64,43,0,PromethION
22,56,36,0,PromethION
23,49,30,0,PromethION
24,41,36,0,PromethION
25,55,21,0,PromethION
26,39,21,0,PromethION
27,41,18,0,PromethION
28,52,19,0,PromethION
29,21,9,0,PromethION
30,21,8,0,PromethION
31,19,18,0,PromethION
32,21,11,0,PromethION
33,7,4,0,PromethION
34,15,2,0,PromethION
35,11,7,0,PromethION
36,13,9,0,PromethION
37,12,1,0,PromethION
38,4,0,0,PromethION
39,13,1,0,PromethION
40,12,4,0,PromethION
41,8,5,0,PromethION
42,9,1,0,PromethION
43,5,0,0,PromethION
44,9,3,0,PromethION
45,6,1,0,PromethION
46,2,0,0,PromethION
47,2,0,0,PromethION
48,2,0,0,PromethION
49,4,0,0,PromethION
1,39896,47616,0,PromethION
2,17927,17052,0,PromethION
3,12074,11163,0,PromethION
4,16733,14401,0,PromethION
5,5386,4422,0,PromethION
6,2565,1856,0,PromethION
7,1353,952,0,PromethION
8,1710,1052,0,PromethION
9,938,682,0,PromethION
10,825,504,0,PromethION
11,601,418,0,PromethION
12,907,423,0,PromethION
13,456,279,0,PromethION
14,458,177,0,PromethION
15,282,109,0,PromethION
16,147,145,0,PromethION
17,79,87,0,PromethION
18,71,64,0,PromethION
19,68,61,0,PromethION
20,71,70,0,PromethION
21,39,48,0,PromethION
22,56,27,0,PromethION
23,52,26,0,PromethION
24,40,43,0,PromethION
25,33,12,0,PromethION
26,37,17,0,PromethION
27,30,12,0,PromethION
28,49,13,0,PromethION
29,24,7,0,PromethION
30,16,12,0,PromethION
31,16,10,0,PromethION
32,15,9,0,PromethION
33,6,3,0,PromethION
34,12,5,0,PromethION
35,12,4,0,PromethION
36,16,4,0,PromethION
37,15,3,0,PromethION
38,7,6,0,PromethION
39,9,2,0,PromethION
40,8,5,0,PromethION
41,6,2,0,PromethION
42,9,1,0,PromethION
43,6,0,0,PromethION
44,7,1,0,PromethION
45,5,1,0,PromethION
46,2,1,0,PromethION
47,3,0,0,PromethION
48,4,0,0,PromethION
49,6,0,0,PromethION
